,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,ADDRESS_LINE2,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
8905,A00008658,Jerry Clinton,229-02-5576,56,Bachelor,4109 General Bate Drive,,Nashville,37204,Y,7,Y,Rent
8906,A00005101,Maggie Dunkelberger,192-32-3052,57,High School,126 Sunshine Road,O,Savannah,31405,Y,6,Y,Rent
8907,A00002719,Justin Bonds,394-64-2406,58,Bachelor,5615 West Acoma Drive,#24,Glendale,85306,Y,4,Y,Rent
8908,A00000241,Jewell Standifer,595-25-4522,38,Masters,1901 North Midwest Boulevard,,Edmond,73034,Y,7,Y,Rent
8909,A00007107,Brandi Ney,013-12-7543,64,Bachelor,701 West 36th Avenue,#STE 000012,Anchorage,99503,N,4,Y,Own
8910,A00003964,June Winburn,254-30-1856,39,Masters,7506 Harvey Street,,Panama City,32404,N,5,Y,Rent
8911,A00004642,Christopher Garcia,843-86-7662,42,College,65 Clark Street,#2,Newton,2459,N,2,Y,Own
8912,A00005536,Donald Kieff,155-25-4240,29,Bachelor,5128 West Carol Avenue,,Glendale,85302,Y,3,Y,Own
8913,A00002239,Elizabeth Allen,343-17-0915,61,College,5606 Olde Wadsworth Boulevard,#20,Arvada,80002,N,4,Y,Mortgage
8914,A00002895,Robin Simas,886-81-8102,36,College,9605 West 62nd Place,,Arvada,80004,Y,6,Y,Rent
8915,A00002024,Bryan Scrabeck,605-59-8325,35,,622 Thomas Street,,Woodland,95776,Y,7,Y,Mortgage
8916,A00008164,Catherine Carrillo,130-65-6509,50,High School,1120 Mitchell Young Road,,Montgomery,36108,Y,4,Y,Mortgage
8917,A00004321,Diane Dorsey,052-65-4831,54,College,270 Chrissy's Court,,,5443,Y,5,Y,Mortgage
8918,A00005764,Bertha Trotter,198-98-2514,51,Bachelor,1361 Barret Park Way,,Montgomery,36117,Y,6,Y,Own
8919,A00007962,Christopher Hanson,278-07-5475,41,Bachelor,3111 West Ika Lane,,Fayetteville,72704,Y,7,Y,Mortgage
8920,A00007691,Bessie Hardin,758-84-5604,61,Bachelor,8704 Bayberry Place,,Plantation,40242,Y,7,Y,Own
8921,A00002711,Kevin Vanderpool,382-72-5221,37,MD,17109 Guava Avenue,,Panama City Beach,32413,Y,4,N,Rent
8922,A00002392,Ronald Andersen,266-79-3568,54,High School,4602 West Luke Avenue,,Glendale,85301,Y,6,Y,Rent
8923,A00001977,Gena Hill,672-42-6368,56,High School,130 Old Route 103,,Chester,5143,Y,3,N,Mortgage
8924,A00009929,Kenneth Crozier,241-54-8838,63,Bachelor,115 Maple Street,,Manchester,6040,Y,2,Y,Rent
8925,A00009720,Brenda Mcvay,475-97-5342,32,High School,24 Lambert Street,,Medford,2155,Y,4,Y,Own
8926,A00008580,James Henry,011-23-4943,49,Bachelor,2230 Armstrong Drive,,Savannah,31404,Y,6,Y,Rent
8927,A00000289,Eva Regan,418-14-4509,45,High School,2909 Minnesota Avenue,,Lynn Haven,32444,Y,7,Y,Rent
8928,A00001197,Linda Strack,564-86-7664,40,MD,1627 Connecticut Avenue Northwest,,Washington,20009,Y,7,Y,Own
8929,A00007781,Nathan Helmick,481-02-1761,52,Bachelor,129 Glen Street,,West Brattleboro,5301,N,3,Y,Own
8930,A00009759,Travis Bigelow,566-43-9694,53,High School,8157 East Beach Drive Northwest,,Washington,20012,N,5,Y,Mortgage
8931,A00003695,David Wagner,025-49-2922,35,Bachelor,1931 Beauvoir Lake Drive,,Montgomery,36117,N,6,Y,Mortgage
8932,A00000678,Lori Bush,408-02-6042,38,Bachelor,102 Old Depot Road,#14,Farmington,72730,Y,6,Y,Mortgage
8933,A00008466,Ruth Houston,364-21-8859,44,High School,262 Mitchell Street,,Groton,6340,Y,2,N,Mortgage
8934,A00005595,Mary Stanton,456-93-0038,45,Bachelor,5334 West Northern Avenue,#327,Glendale,85301,Y,4,Y,Rent
8935,A00003583,David Nave,757-31-4086,56,Bachelor,1194 Cragmont Avenue,M,Berkeley,94708,Y,6,Y,Mortgage
8936,A00003977,Ernestine Aguinaga,234-42-9673,43,Masters,3219 Lakeshore Drive,,Nashville,37138,Y,4,N,Rent
8937,A00007913,Brian Cadiz,059-23-1233,57,College,6342 Kendall Street,,Arvada,80003,Y,3,Y,Mortgage
8938,A00005971,Dora Kutner,119-62-2955,34,High School,6434 Wright Street,,Arvada,80004,Y,5,Y,Rent
8939,A00007640,Ida Rogers,811-98-5524,32,College,5348 Main Street,,Franklin,5457,Y,2,Y,Mortgage
8940,A00006133,Betty Mcclarty,374-88-3744,49,College,661 West Corinth Road,,Washington,5675,Y,2,Y,Own
8941,A00000930,Gloria Straton,521-88-9757,31,High School,4032 Windwood Lane,,Nashville,37214,Y,4,Y,Own
8942,A00004700,Cynthia Bliss,036-67-8125,51,College,1309 Clay Avenue,,Panama City,32401,N,3,Y,Rent
8943,A00002514,William Dellinger,117-44-0469,63,High School,1817 Southeast 14th Street,,Moore,73160,N,7,Y,Rent
8944,A00008431,Alberto Morel,252-01-1284,53,Bachelor,1713 Arrow Cove Lane,,Annapolis,21401,Y,3,Y,Rent
8945,A00001662,Elizabeth Hannah,292-39-0940,51,High School,29076 Little Big Horn Drive,,Evergreen,80439,Y,6,Y,Mortgage
8946,A00009829,Emilia Grooms,410-21-7184,25,High School,12546 West Montebello Avenue,,Litchfield Park,85340,Y,5,Y,Rent
8947,A00008006,Marguerite Weston,707-26-3052,26,High School,1811 1st Street Northwest,,Washington,20001,N,7,Y,Rent
8948,A00003662,Janis Johnson,857-61-0364,47,,5813 Hammermill Loop,,Montgomery,36116,Y,5,Y,Rent
8949,A00006509,Stephanie Aupperle,852-84-7169,62,College,1708 Melody Drive,,Midwest City,73130,N,2,Y,Rent
8950,A00005606,Samuel Mart,020-01-2508,62,High School,7905 Old Heady Road,,Louisville,40299,Y,7,Y,Mortgage
8951,A00009708,Kyle Mclain,332-05-3368,34,Bachelor,1401 Saint George Avenue,,Moore,73160,N,2,Y,Mortgage
8952,A00008430,Michael Durst,262-53-3385,55,Bachelor,9209 Eupora Court,,Jeffersontown,40299,Y,2,Y,Mortgage
8953,A00005308,Teresa Nesbit,077-78-5885,63,Bachelor,689 Stableway Road,,Pike Road,36064,Y,4,Y,Rent
8954,A00001685,Eleanor Bishop,286-44-2491,35,Masters,6941 West 87th Way,,Arvada,80003,N,3,Y,Rent
8955,A00008890,Sherry Estrada,728-28-7269,50,High School,407 Morse Street Northeast,,Washington,20002,N,5,Y,Own
8956,A00002784,Katie Allen,161-96-1968,29,Bachelor,2317 Fernwood Drive,,Nashville,37216,N,3,Y,Mortgage
8957,A00007530,Ruben Boyden,820-89-3831,45,High School,2426 East Onyx Trail,#6,Fayetteville,72701,Y,7,Y,Rent
8958,A00005136,Cheryl Obrien,826-89-0352,30,MD,6870 West 52nd Avenue,,Arvada,80002,Y,3,Y,Mortgage
8959,A00000062,Stephen Smith,377-50-9375,39,PhD,4221 U.S. 5,,Burke,5871,Y,3,Y,Rent
8960,A00006612,Amy Cressey,599-74-8396,28,High School,314 Mesa Street,,Wheatland,95692,Y,6,Y,Rent
8961,A00002469,Stephane Jones,566-99-8611,56,Masters,27 Church Street,,Manchester,6040,Y,5,Y,Mortgage
8962,A00001193,Marc Grove,069-77-6585,48,Bachelor,1304 Northern Hills Road,,Norman,73071,N,4,Y,Mortgage
8963,A00009741,Brenda Miller,553-92-5918,43,PhD,55 Sunrise Avenue,,Moretown,5660,Y,2,Y,Mortgage
8964,A00003972,Marcia Mcginty,739-91-3828,60,Bachelor,4039 Pipeline Road,,Panama City,32404,N,5,Y,Mortgage
8965,A00003776,Eric Orwig,703-07-7322,38,College,295 Townes Drive,,Nashville,37211,Y,3,Y,Own
8966,A00001401,Linda Cooper,326-25-0983,36,High School,90 Peabody Street,,Nashville,37210,Y,3,Y,Own
8967,A00007139,Anthony Oneal,723-58-6814,48,,3415 Bog Road,,Belvidere,5442,Y,4,Y,Own
8968,A00002205,Amy Butler,164-72-6289,39,High School,210 Lacross Lane,,Westmore,5860,N,6,Y,Own
8969,A00005751,Nereida Rosboril,115-51-9179,32,MD,5959 North 55th Avenue,,Glendale,85301,Y,2,Y,Mortgage
8970,A00007311,Francisco Lard,663-97-6334,48,PhD,4360 Hagan Road,,Montgomery,36109,N,6,Y,Rent
8971,A00005200,Virginia Criner,822-13-1682,32,Bachelor,21 Hill Street,,Barre,5641,Y,7,Y,Own
8972,A00003614,Maria Willis,535-95-8408,38,Bachelor,287 Lawndale Drive,,Nashville,37211,Y,4,Y,Mortgage
8973,A00004038,John Bird,884-28-3847,54,Bachelor,51035 Conifer Drive,,Soda Springs,95728,Y,4,N,Mortgage
8974,A00007638,Latisha Greenleaf,371-47-7730,57,MD,2204 7th Street Road,#12,Louisville,40208,Y,2,Y,Own
8975,A00005082,Jason Minors,514-76-1146,49,High School,179 Blue Ridge Drive,,Manchester,6040,N,7,Y,Own
8976,A00008610,Virginia Lindsay,451-17-2437,59,Bachelor,721 Bay Ridge Avenue,,Annapolis,21403,Y,2,Y,Mortgage
8977,A00008943,Charles Rothfuss,372-17-0154,61,Masters,4809 Trappers Ridge,,Nashville,37013,Y,7,Y,Mortgage
8978,A00003723,Carl Macchiarella,586-02-8797,54,High School,240 Chatham Lane,,Annapolis,21403,Y,2,Y,Rent
8979,A00009094,Blanca Williams,629-36-0376,25,College,6225 West Citrus Way,,Glendale,85301,Y,7,Y,Rent
8980,A00005282,Willie Metz,647-16-5453,40,College,325 East 7th Street,,Edmond,73034,Y,2,N,Rent
8981,A00000195,Felix Waller,484-60-8452,64,High School,816 West 19th Avenue,,Anchorage,99503,Y,4,Y,Rent
8982,A00000306,John Crigger,899-50-5390,33,High School,2521 Naylor Road Southeast,,Washington,20020,Y,3,Y,Mortgage
8983,A00002623,Lucie Clemons,298-79-6298,28,College,817 Nevada Drive Northeast,,Palm Bay,32907,Y,5,Y,Mortgage
8984,A00003146,Pamela Silkwood,063-46-0570,49,High School,218 Oleander Drive,,Panama City Beach,32413,Y,6,Y,Own
8985,A00001698,Laura Pittman,309-69-8135,25,Bachelor,1414 West 7th Avenue,#APT 000002,Anchorage,99501,Y,4,Y,Own
8986,A00000577,Lawrence Endicott,501-32-3757,35,High School,8041 Elton Street,,Glen Burnie,21060,Y,4,Y,Own
8987,A00001299,Patricia Larson,159-85-9577,38,High School,7802 North Alsup Road,,Litchfield Park,85340,Y,2,N,Mortgage
8988,A00005505,Steven Demaio,838-60-6094,27,Masters,1236 Southwest 49th Street,,Oklahoma City,73109,Y,3,Y,Rent
8989,A00005776,Henry Catron,225-30-0910,31,PhD,7401 West Arrowhead Clubhouse Drive,#2031,Glendale,85308,Y,5,Y,Own
8990,A00002768,James Foster,687-04-1871,51,PhD,2 Spencer Street,,Lexington,2420,Y,3,Y,Own
8991,A00006999,Marian Carlson,182-51-2603,54,Masters,109 Cambridge Station Road,,Louisville,40223,Y,7,Y,Mortgage
8992,A00005237,Ronald Adams,183-74-5784,44,Masters,731 Mumford Street,#APT 000003,Anchorage,99508,N,2,Y,Own
8993,A00000637,Jose Hickman,893-39-7757,52,Bachelor,6610 North 93rd Avenue,#3102,Glendale,85305,Y,3,Y,Rent
8994,A00007752,Geraldine Hampshire,138-64-2002,63,College,4001 Anderson Road,#147,Nashville,37217,Y,5,Y,Rent
8995,A00004296,Michelle Senteno,877-89-0133,58,,13628 West 62nd Drive,,Arvada,80004,Y,7,Y,Own
8996,A00006723,Karl Wease,469-12-1236,43,Masters,27 Leary Drive,,Savannah,31406,Y,3,Y,Mortgage
8997,A00006901,Billy Jaudon,227-50-6852,51,Masters,4455 West 61st Place,,Arvada,80003,Y,4,Y,Mortgage
8998,A00004083,James Kurohara,888-91-7552,44,College,182 Regency Circle,,Pooler,31322,Y,6,Y,Own
8999,A00007840,Jasmine Taylor,670-26-4845,53,Bachelor,235 17th Street Southeast,,Washington,20003,N,3,Y,Mortgage
9000,A00000642,Nicole Jeter,714-35-2854,26,High School,816 West 19th Avenue,,Anchorage,99503,Y,2,Y,Rent
9001,A00009412,Julie Price,469-74-0445,61,Bachelor,3825 West Muhammad Ali Boulevard,,Louisville,40212,Y,4,Y,Mortgage
9002,A00009852,Rita Thompson,131-07-1089,55,High School,7609 Doris Place,,Oklahoma City,73162,N,6,Y,Mortgage
9003,A00006758,Mathew Gottschalk,780-46-4913,45,Masters,5029 Montclair Drive,,Nashville,37211,Y,6,Y,Mortgage
9004,A00005882,Thomas Austin,389-19-8157,61,College,11117 Stonehedge Drive,,South Burlington,5403,Y,3,Y,Own
9005,A00006120,Jonathan Espinoza,712-57-8079,45,Bachelor,7450 Wade Circle,,Anchorage,99518,Y,4,N,Own
9006,A00007023,Karla Wilhelm,163-23-3563,26,Bachelor,6463 Vrain Street,,Arvada,80003,Y,5,Y,Own
9007,A00008348,Allie Schneider,553-43-8582,55,Bachelor,6880 Xavier Circle,#2,Westminster,80030,Y,4,Y,Mortgage
9008,A00005715,Coretta Ball,050-39-0477,25,College,736 Middle Turnpike East,,Manchester,6040,Y,2,Y,Rent
9009,A00004695,Woodrow Turner,787-08-4495,32,Bachelor,3313 Daisy Trail,,Nashville,37013,N,5,Y,Own
9010,A00003186,Eleanore Roper,211-79-7358,40,Bachelor,4300 Soquel Drive,##71,Soquel,95073,Y,4,Y,Own
9011,A00002332,Jonathan Easley,760-17-7622,61,Bachelor,6276 Devinney Circle,,Arvada,80004,Y,6,Y,Own
9012,A00003715,Amy Jobst,788-73-7554,50,College,2909 Minnesota Avenue,,Lynn Haven,32444,Y,7,Y,Own
9013,A00003607,Jamie Carlson,871-88-6967,34,College,3718 Bay Tree Road,,Lynn Haven,32444,Y,5,N,Mortgage
9014,A00009971,Wanda Cessna,601-17-1189,48,High School,6717 North 59th Avenue,,Glendale,85301,Y,6,Y,Own
9015,A00002134,Stanley Grimes,898-55-8865,40,High School,65 Arcellia Drive,,Manchester,6042,Y,2,Y,Rent
9016,A00000788,Paula Martin,133-08-6486,53,College,8505 Waters Avenue,#66,Savannah,31406,Y,2,Y,Rent
9017,A00006440,Kenneth Orwig,848-86-7775,50,High School,104 Lakeridge Drive,,Panama City,32405,N,6,Y,Mortgage
9018,A00002439,Leda Gerber,397-08-5188,49,Bachelor,238 West Rock Street,#4,Fayetteville,72701,Y,6,N,Mortgage
9019,A00008208,Jo Colpitts,507-31-2171,38,High School,30 Tanner Street,,Manchester,6042,Y,4,Y,Mortgage
9020,A00003933,Leonard Terman,492-92-0621,30,Bachelor,226 Tranquility Lane,,Saint Albans Town,5488,N,7,Y,Mortgage
9021,A00001322,Isaura Guignard,760-61-4414,26,High School,7529 Perryman Court,,,21226,Y,7,Y,Mortgage
9022,A00009856,Ruben Hale,063-63-6021,31,Bachelor,702 East 53rd Street,,Savannah,31405,Y,3,Y,Own
9023,A00007424,Elsie Berry,535-53-6965,56,High School,108 East 11th Avenue,#APT 000002,Anchorage,99501,Y,5,Y,Own
9024,A00003741,Lacy Harris,745-58-8941,48,High School,6231 North 59th Avenue,#35,Glendale,85301,Y,4,Y,Own
9025,A00001163,Terry Estes,212-41-6975,60,,623 Rhode Island Avenue Northwest,,Washington,20001,Y,5,Y,Rent
9026,A00005376,Albert Alford,722-21-1794,34,Bachelor,11 Meeting Place Circle,,Boxford,1921,Y,4,Y,Mortgage
9027,A00008316,Julie Conway,337-95-7437,26,High School,64 Church Street,,Hardwick,1031,Y,5,Y,Own
9028,A00004734,Casey Rogers,290-38-2295,38,High School,3901 West End Avenue,#902,Nashville,37205,Y,7,Y,Own
9029,A00008277,Harvey Laduke,699-70-2826,39,High School,111 Lakeview Terrace,,Lynn Haven,32444,Y,2,Y,Rent
9030,A00006837,Lauren Lott,198-10-6214,60,Bachelor,3701 Lake Towne Drive,,Nashville,37013,N,5,Y,Mortgage
9031,A00009874,Sheila Chatham,754-22-7234,26,College,36360 Beech Place,,Newark,94560,Y,5,Y,Mortgage
9032,A00000992,Mary Clark,396-52-3678,63,High School,4511 43rd Place Northwest,,Washington,20016,N,6,Y,Own
9033,A00003384,Pauline Miniard,841-53-7104,63,PhD,6820 West 84th Circle,#27,Arvada,80003,Y,5,N,Own
9034,A00009419,Jerry Bulson,369-09-0664,48,Bachelor,2162 Mulberry Hill Road,,Annapolis,21409,Y,2,Y,Mortgage
9035,A00004074,Tiffanie Holland,025-51-4844,28,High School,832 51st Street Northeast,,Washington,20019,Y,2,Y,Rent
9036,A00002494,Edith Gehring,272-81-4342,35,Masters,3801 North Ann Arbor Place,,Oklahoma City,73122,Y,5,Y,Mortgage
9037,A00009283,Barbara Heffner,423-35-3440,38,Bachelor,28250 Dickens Avenue,,Hayward,94544,Y,7,Y,Mortgage
9038,A00009621,Daniel Evangelista,144-17-9456,44,Bachelor,6802 North 67th Avenue,#19201,Glendale,85301,N,5,Y,Mortgage
9039,A00009939,Alberto Reidinger,761-57-6726,62,Masters,4409 Star Jasmine Court,,Bakersfield,93304,N,4,N,Rent
9040,A00001390,Catherine Nickerson,443-40-4853,40,High School,1259 Everett Avenue,,Louisville,40204,N,5,Y,Mortgage
9041,A00008831,Clarence Bookhardt,856-95-8585,54,Bachelor,5788 Cane Ridge Road,,Nashville,37013,Y,4,Y,Rent
9042,A00004472,Barbara Hayes,493-43-0338,28,High School,38 Milford Street,,Medway,2053,Y,5,Y,Rent
9043,A00001249,Bonnie Johnson,114-77-9977,45,College,4911 Alameda Street,,Panama City,32404,N,2,N,Own
9044,A00007930,Elizabeth Croteau,864-62-5943,62,Masters,4216 Park Boulevard,,Montgomery,36106,Y,4,Y,Rent
9045,A00008751,Michael Gillespie,860-21-0698,45,Bachelor,2721 Lindsay Avenue,,Louisville,40206,Y,5,Y,Rent
9046,A00001848,David Duncan,531-93-2090,58,PhD,1528 Stafford Avenue,,Hayward,94541,Y,2,Y,Rent
9047,A00006304,Lauri Coronel,796-23-1528,33,PhD,102 East Ash Road,,Plymouth,5056,Y,2,Y,Own
9048,A00006209,Rose Dirickson,516-10-7102,49,High School,22207 Quinterno Court,,Cupertino,95014,N,2,Y,Mortgage
9049,A00007670,Annette Hall,824-55-1836,56,Masters,606 Spence Enclave Way,,Nashville,37210,Y,6,Y,Rent
9050,A00003924,Jessie Williams,899-65-7191,43,College,968 Virginia Avenue,,Olivehurst,95961,N,4,Y,Mortgage
9051,A00006529,Robert Vanwinkle,576-05-3142,45,Bachelor,4560 Hurlston Drive,,Montgomery,36116,Y,3,Y,Mortgage
9052,A00005090,Mason Pfost,106-59-5393,39,Bachelor,464 Springfield Street,,Wilbraham,1095,N,5,N,Rent
9053,A00006427,James France,115-29-3415,62,Bachelor,357 Chaplin Street Southeast,,Washington,20019,N,6,Y,Mortgage
9054,A00006025,Selma Huseman,495-78-3514,62,High School,309 Glenwood Avenue,,Glen Burnie,21061,Y,4,Y,Rent
9055,A00004879,Naomi Dawson,755-34-9493,61,College,2508 Grant Avenue,,Panama City,32405,N,3,Y,Own
9056,A00008203,Amanda Browning,772-55-0207,42,Bachelor,74 Ranch Drive,,Montgomery,36109,N,7,Y,Own
9057,A00009665,Barbara Roberts,091-61-7806,28,Bachelor,5029 Montclair Drive,,Nashville,37211,N,7,Y,Mortgage
9058,A00003603,Drew Callahan,137-24-9591,60,MD,601 Farragut Place Northeast,,Washington,20017,Y,2,Y,Mortgage
9059,A00006212,June Lagunas,314-89-5321,28,High School,228 Central Street,,Milford,1757,N,4,Y,Rent
9060,A00000761,Rebecca Vasta,538-44-6400,45,High School,4632 Vermont 15,,Wolcott,5680,Y,4,Y,Rent
9061,A00001010,Kayla Williams,340-21-9548,38,Masters,9101 Vanguard Drive,,Anchorage,99507,Y,7,Y,Own
9062,A00009762,James Vick,829-30-3652,33,PhD,33300 Mission Boulevard,#APT 174,Union City,94587,Y,4,Y,Own
9063,A00007114,Bob Leatherwood,642-11-9189,35,High School,20375 Wisteria Street,,Castro Valley,94546,Y,4,Y,Mortgage
9064,A00008287,Ann Hooks,170-53-0842,53,Bachelor,2522 South College Drive,,Fayetteville,72701,N,4,Y,Mortgage
9065,A00007893,Debra Taylor,201-16-3057,45,High School,6911 Steven Road,,Panama City,32404,N,6,Y,Mortgage
9066,A00008057,Robert Cox,274-07-5055,46,College,619 West 19th Avenue,,Anchorage,99503,Y,5,Y,Rent
9067,A00003535,John Cordes,345-57-8700,30,Bachelor,23622 Greatland Drive,,Anchorage,99567,Y,5,Y,Own
9068,A00000471,Ed Kelleher,002-81-3306,49,Bachelor,6431 Shattuck Avenue,B,Oakland,94609,Y,2,Y,Mortgage
9069,A00004615,Amanda Longsdorf,135-12-7387,37,Bachelor,3949 Ethan Allen Highway,,Saint Albans City,5478,Y,6,Y,Own
9070,A00004897,Bryan Rosenbarger,353-93-9958,40,Bachelor,327 Woodbridge Street,,Manchester,6042,Y,2,Y,Own
9071,A00005899,Clara Walsh,273-63-4156,40,Masters,708 Pine Drift Drive,,Odenton,21113,Y,7,Y,Rent
9072,A00003709,Daniel Hoster,108-26-5178,59,Bachelor,8554 Twin Gable Drive,,Montgomery,36116,Y,5,Y,Rent
9073,A00005535,Diane Conley,863-89-2319,44,Bachelor,151 Main Street,,Savannah,31408,N,3,Y,Rent
9074,A00009336,Michael Boyne,160-13-7827,51,Bachelor,205 West Montgomery Cross Road,#1602,Savannah,31406,Y,3,Y,Own
9075,A00008059,Donna Moniz,395-80-3503,37,Bachelor,212 Ambleside Drive,,Severna Park,21146,Y,3,Y,Rent
9076,A00000135,Marjorie Perez,023-87-4431,46,Masters,5470 Atlanta Highway,,Montgomery,36109,Y,5,Y,Own
9077,A00008935,Tiffany Lundberg,828-19-6261,60,Bachelor,2502 Adrienne Way,,Louisville,40216,Y,2,Y,Mortgage
9078,A00000279,Gina Brandon,716-51-5105,33,High School,19237 North 69th Avenue,,Glendale,85308,Y,7,Y,Mortgage
9079,A00002554,Trevor Cordero,570-56-7466,25,Bachelor,5228 North 70th Avenue,,Glendale,85303,Y,4,Y,Rent
9080,A00000843,Bonnie Best,292-22-6955,48,MD,1835 Pointer Lane,,Fayetteville,72701,Y,7,Y,Mortgage
9081,A00000461,Terry Strang,228-12-2183,47,PhD,3228 Chettenham Drive,,Rancho Cordova,95670,N,3,Y,Mortgage
9082,A00004380,Victor Ploof,105-89-7930,54,PhD,540 East Appleby Road,#105,Fayetteville,72703,Y,2,Y,Mortgage
9083,A00005842,John Arender,434-91-1333,25,Bachelor,210 Beachcomber Drive,,Pismo Beach,93449,N,6,Y,Rent
9084,A00003743,Michael Colangelo,589-96-9368,28,High School,940 Ironwood Drive,,Montgomery,36117,N,4,Y,Rent
9085,A00008070,Richard Mitchell,475-80-4840,56,High School,260 Rio Del Mar Boulevard,##14,Aptos,95003,Y,6,Y,Rent
9086,A00005730,Esperanza James,243-81-4164,31,Masters,1100 West Bowen Boulevard,F,Fayetteville,72703,Y,7,Y,Mortgage
9087,A00008227,Dion Campbell,357-09-7662,30,High School,61 Thomas Street,#2,Dedham,2026,Y,2,N,Mortgage
9088,A00003954,Tara Williams,840-23-5356,26,High School,503 Blackwood Terrace Southeast,,Calhoun,30701,Y,6,Y,Own
9089,A00007057,Glenn Loe,324-02-8353,26,,317 Windsor Road,,Savannah,31419,Y,5,Y,Rent
9090,A00003314,Glenn Luer,226-87-8096,51,Bachelor,649 Praderia Circle,,Fremont,94539,Y,5,Y,Rent
9091,A00005202,Francis Maddox,035-88-2683,28,Masters,58 North U.S.A Drive,,Fayetteville,72701,Y,2,Y,Mortgage
9092,A00009837,Mary Flagge,635-82-4044,41,Masters,8213 Northwest 65th Place,,Oklahoma City,73132,N,3,Y,Mortgage
9093,A00000046,Thomas Infield,833-77-7992,26,Bachelor,1209 Parker Street,,Berkeley,94702,Y,3,Y,Rent
9094,A00003017,Julia Ungerecht,863-20-8012,33,Bachelor,12870 Old Seward Highway,#STE 000105,Anchorage,99515,Y,5,Y,Own
9095,A00003224,Michael Robinson,244-43-9966,63,MD,55620 Jolon Road,,King City,93930,Y,2,Y,Own
9096,A00001758,Bruce Hart,274-52-4694,40,Bachelor,17433 Teklanika Drive,,Anchorage,99577,N,2,Y,Mortgage
9097,A00009606,Robert Marinez,216-84-2933,50,Bachelor,1797 Pasatiempo Drive,,Chico,95928,N,5,Y,Own
9098,A00000994,Jerry Jackson,087-31-7133,42,Bachelor,2075 Archer Drive,,Fayetteville,72701,Y,6,Y,Mortgage
9099,A00005473,Lydia Merrill,726-62-0555,52,MD,4408 Northwest 55th Street,,Oklahoma City,73112,N,7,Y,Mortgage
9100,A00006917,George Peter,086-82-6903,49,High School,5606 Olde Wadsworth Boulevard,#20,Arvada,80002,N,3,Y,Own
9101,A00009354,Ambrose Gardella,708-41-0754,42,High School,1814 US Highway 98,,Mexico Beach,32456,Y,4,Y,Mortgage
9102,A00007711,Dylan Dumire,624-45-3523,43,College,1215 Joseph Avenue,,Nashville,37207,N,2,Y,Own
9103,A00006950,Lisa Berry,239-38-3952,44,Masters,9008 Grayson Grove Court,,Montgomery,36117,N,5,N,Own
9104,A00000953,Kevin Bentley,498-69-9431,50,High School,1046 Dudley Avenue,,Louisville,40204,N,3,Y,Rent
9105,A00002787,William Morris,855-05-1581,61,Bachelor,211 West Oak Street,#519,Louisville,40203,N,4,Y,Own
9106,A00001497,Dorthy Lenhardt,049-38-9549,29,High School,46710 Crawford Street,#APT 32,Fremont,94539,Y,4,Y,Rent
9107,A00003372,Debra Toole,389-23-2966,60,High School,13501 Vasili Drive,,Anchorage,99577,Y,5,Y,Rent
9108,A00004288,Rebecca Robinson,549-57-7051,40,,2209 June Drive,,Nashville,37214,Y,3,Y,Rent
9109,A00004143,David Cabler,640-51-8363,41,Bachelor,23 Whitcomb Street,,Springfield,5156,N,6,Y,Own
9110,A00006553,Charles Mannino,001-97-7289,44,PhD,341 West Tudor Road,#STE 000103,Anchorage,99503,Y,7,Y,Own
9111,A00000589,Elizabeth Thompson,789-14-8441,51,Bachelor,1405 Mercedes Avenue,APARTMENT G,Panama City,32401,Y,4,Y,Mortgage
9112,A00000021,Robin Harris,634-10-5659,41,Bachelor,6049 Quail Street,,Arvada,80004,N,5,Y,Rent
9113,A00008816,Edward Petty,399-72-5213,29,Masters,4738 Mallard Common,,Fremont,94555,N,6,Y,Mortgage
9114,A00006213,Stephanie Sellers,102-07-9830,58,Bachelor,1828 East Parkshore Drive,#8,Fayetteville,72703,Y,7,Y,Own
9115,A00000546,Ruth Mawyer,092-65-2618,62,Bachelor,9030 Pennington PIace,,Montgomery,36117,N,6,Y,Own
9116,A00001089,Paul Feathers,790-05-0911,32,Bachelor,7229 Lewis Place,APT B,Anchorage,99507,Y,3,Y,Mortgage
9117,A00001859,Anne Abell,138-67-9396,51,High School,2506 West Madison Street,,Louisville,40211,Y,5,Y,Mortgage
9118,A00002611,Rose Gant,272-30-5439,46,High School,6739 Taft Court,,Arvada,80004,N,7,Y,Mortgage
9119,A00007368,Gloria Mccormick,622-78-3949,58,Masters,8010 Holland Court,D,Arvada,80005,Y,2,Y,Rent
9120,A00004149,Hector Arakaki,667-81-6526,42,High School,96 Lakehouse Drive,,Fairlee,5045,Y,6,Y,Rent
9121,A00003266,Herbert Bruff,366-37-0760,58,College,1333 Kenyon Street Northwest,,Washington,20010,Y,2,Y,Rent
9122,A00001713,Norma Jackson,036-23-7889,54,Bachelor,5803 West Gelding Drive,,Glendale,85306,Y,5,Y,Own
9123,A00001178,Scott Hartzell,266-82-0616,33,Bachelor,2640 8th Avenue,C,Oakland,94606,Y,7,Y,Own
9124,A00006363,Marie Dejesus,540-91-3784,30,Masters,91 Eldridge Street,,Manchester,6040,Y,3,Y,Rent
