,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
6930,A00008369,Fatima Ezzahra  Oufkir,X931170,33,Bachelor,27 Lotissement Al Houda,Derby,,N,5,Y,Rent
6931,A00003037,Hajar Tazi,KB722708,63,Bachelor,40 Rue Hlioua,Tanger,90053.0,N,3,Y,Mortgage
6932,A00004937,Kawtar Bate,M754145,40,Masters,24 Residence Al Qods,El Jadida,24010.0,Y,2,Y,Rent
6933,A00000018,Khaoula Lahlou,AB353140,30,Bachelor,42 Avenue Hassan II,Sale,11000.0,Y,7,Y,Mortgage
6934,A00008940,Salma Oufkir,KB602192,44,College,20 Boulevard Hlioua,Tanger,90053.0,Y,6,N,Own
6935,A00009511,Fatima Ezzahra  Amrani,X930162,40,Bachelor,10 Hay Zerktouni,Krouchen,,N,6,Y,Mortgage
6936,A00000389,Zineb Benchikh,X779698,48,Masters,21 Boulevard Hlioua,Er-Rich,,Y,2,Y,Mortgage
6937,A00008341,Taha El Yousfi,BJ665062,49,College,40 Lotissement Centrale,Casablanca,20220.0,Y,7,Y,Mortgage
6938,A00008230,Khaoula Amrani,LC408013,31,Bachelor,47 Hay Hassan II,Chefchaouen,91000.0,Y,4,Y,Rent
6939,A00009580,Omar Lahlou,F310086,37,High School,2 Avenue Centrale,Oujda,60010.0,N,5,Y,Mortgage
6940,A00004486,Khadija Farissi,EE401324,61,College,12 Lotissement Al Qods,Marrakech,40000.0,N,4,Y,Mortgage
6941,A00006455,Fatima Benchikh,P925500,37,College,14 Hay Hlioua,Ouarzazate,45000.0,Y,4,Y,Mortgage
6942,A00003151,Noha El Yousfi,X669214,53,Masters,19 Boulevard Mohammed V,Rissani,,Y,3,Y,Mortgage
6943,A00009728,Taha Banoune,JK794148,25,High School,49 Hay El Fadl,Agadir,80000.0,N,3,Y,Rent
6944,A00004275,Hassan Kibala,EE363406,39,Bachelor,3 Rue Al Qods,Marrakech,40000.0,Y,5,Y,Own
6945,A00009926,Aya Ouazzani,DN815669,25,High School,29 Rue Al Houda,Meknes,50010.0,Y,2,Y,Mortgage
6946,A00009120,Mohammed Amine Dadi,AG109893,56,College,18 Rue Al Massira,Rabat,11025.0,Y,3,Y,Mortgage
6947,A00009472,Omar Dadi,X460258,55,College,14 Rue Hassan II,Zemamra,,Y,5,Y,Rent
6948,A00001296,Yahya Farissi,KB364109,28,Bachelor,35 Residence Salam,Tanger,90053.0,N,3,Y,Rent
6949,A00008055,Salma Bachri,Z117786,47,Bachelor,7 Boulevard El Fadl,Taza,35000.0,Y,7,Y,Rent
6950,A00001925,Taha Fadili,X144490,27,Bachelor,46 Hay Bernoussi,Boujniba,,Y,6,Y,Mortgage
6951,A00001717,Khaoula Fadili,X244217,45,High School,13 Hay Hassan II,Ouezzane,,Y,3,Y,Mortgage
6952,A00008953,Taha Eddoughmi,X191998,29,Bachelor,38 Residence Centrale,Tamraght,,N,6,Y,Mortgage
6953,A00000567,Hamza Benchikh,AB600006,41,High School,45 Lotissement Hlioua,Sale,11000.0,Y,2,Y,Own
6954,A00009507,Zineb Ouazzani,DN783887,53,Masters,23 Hay Zerktouni,Meknes,50010.0,Y,2,Y,Rent
6955,A00005607,Khaoula Lahlou,BJ104191,31,College,47 Hay Bernoussi,Casablanca,20220.0,Y,7,Y,Own
6956,A00004797,Hassan Mansar,N380683,33,High School,41 Lotissement Centrale,Essaouira,44000.0,Y,4,Y,Mortgage
6957,A00009098,Zineb Tazi,X764469,49,Bachelor,42 Residence Al Houda,MideltDakhla,,Y,4,Y,Mortgage
6958,A00005512,Mohamed Fadili,M168266,52,Masters,7 Lotissement Al Houda,El Jadida,24010.0,Y,4,Y,Mortgage
6959,A00007206,Mohammed Amine Amrani,AG986279,63,College,41 Rue Hlioua,Rabat,11025.0,Y,5,N,Mortgage
6960,A00009240,Meryem Metouali,JK429733,52,Masters,14 Lotissement El Fadl,Agadir,80000.0,Y,5,Y,Own
6961,A00000410,Salma Farissi,X345027,34,High School,19 Boulevard Centrale,Arekmane,,Y,4,Y,Mortgage
6962,A00002747,Noha Radi,AG456145,38,Bachelor,9 Lotissement Salam,Rabat,11025.0,Y,7,Y,Mortgage
6963,A00001008,Yahya Amine,M158989,49,High School,26 Lotissement Al Qods,El Jadida,24010.0,Y,4,Y,Rent
6964,A00004771,Hassan Tahiri,AG729462,50,High School,45 Lotissement Zerktouni,Rabat,11025.0,Y,7,Y,Own
6965,A00003778,Omar Moufkir ,X294543,25,PhD,49 Residence El Fadl,Khemisset,,N,2,Y,Mortgage
6966,A00007019,Aziza Lahlou,X287800,62,High School,10 Residence Zerktouni,Bhalil,,Y,4,Y,Mortgage
6967,A00002696,Mohamed Amrani,X629048,32,Bachelor,27 Avenue Al Qods,Guelta Zemmur,,Y,2,Y,Own
6968,A00002944,Hajar Benchikh,G230905,43,Bachelor,49 Rue Hlioua,Kenitra,14110.0,Y,4,Y,Mortgage
6969,A00009713,Othmane Alaoui,KB955380,53,Bachelor,15 Lotissement Al Houda,Tanger,90053.0,Y,6,Y,Rent
6970,A00000973,Fatima Ezzahra  Eddoughmi,DN851265,61,College,22 Hay Bernoussi,Meknes,50010.0,Y,4,Y,Mortgage
6971,A00004659,Youssef Kibala,DN161236,50,Bachelor,35 Residence Al Massira,Meknes,50010.0,N,3,Y,Mortgage
6972,A00008457,Adam Berrada,X403929,59,High School,16 Lotissement Al Massira,Zaida,,Y,2,Y,Own
6973,A00005379,Omar Oufkir,FA908489,32,Masters,37 Hay Al Massira,Berkane,60300.0,Y,7,Y,Own
6974,A00004845,Noha Skalli,X833687,27,High School,27 Lotissement Mohammed V,Ait Daoud,,N,7,Y,Own
6975,A00001258,Khadija Bachri,JK572457,56,High School,17 Residence Salam,Agadir,80000.0,N,5,Y,Rent
6976,A00000468,Meryem Mansar,CC998700,44,Masters,9 Residence Al Massira,Fes,30000.0,N,2,N,Rent
6977,A00008089,Fatima Ezzahra  Fadili,G471538,34,Bachelor,40 Residence Hassan II,Kenitra,14110.0,Y,6,Y,Mortgage
6978,A00001489,Amine Barghoud,X674530,42,Masters,39 Residence Hlioua,Tanant,,Y,7,Y,Own
6979,A00002595,Omar Tazi,X286170,64,High School,42 Residence Al Massira,Chichaoua,,Y,3,Y,Rent
6980,A00000657,Yahya Oufkir,X142625,54,,41 Avenue Mohammed V,,,N,7,Y,Own
6981,A00001174,Jamila Salhi,X480458,43,High School,31 Boulevard El Fadl,Tamanar,,N,4,Y,Rent
6982,A00001782,Aziza Mansar,JK327150,37,Bachelor,9 Boulevard Zerktouni,Agadir,80000.0,N,5,Y,Mortgage
6983,A00007295,Fatima Lahlou,EE438654,50,Bachelor,24 Avenue Al Houda,Marrakech,40000.0,Y,5,Y,Mortgage
6984,A00000611,Youssef Farissi,DN994980,56,Bachelor,34 Rue Salam,Meknes,50010.0,Y,5,Y,Own
6985,A00005636,Youssef El Idrissi,JK322425,30,Masters,21 Hay Centrale,Agadir,80000.0,N,3,Y,Rent
6986,A00000733,Aya Metouali,AB527457,40,Bachelor,11 Rue Al Houda,Sale,11000.0,Y,5,Y,Rent
6987,A00006284,Othmane Amine,F233852,29,High School,19 Residence Bernoussi,Oujda,60010.0,N,4,Y,Mortgage
6988,A00006235,Mohamed Tazi,N551344,54,Bachelor,40 Lotissement Mohammed V,Essaouira,44000.0,Y,3,Y,Mortgage
6989,A00005837,Kaoutar Fadili,N398464,38,Bachelor,20 Hay Al Houda,Essaouira,44000.0,Y,3,Y,Own
6990,A00005405,Zineb Oufkir,R798875,45,College,23 Boulevard Zerktouni,El Hoceima,32000.0,Y,7,Y,Own
6991,A00002724,Meryem Lahlou,X912178,46,High School,25 Boulevard Salam,Zirara,,Y,7,Y,Rent
6992,A00005042,Kaoutar Fakhir,M777997,55,High School,39 Hay El Fadl,El Jadida,24010.0,Y,4,Y,Rent
6993,A00005334,Mohammed Amine El Yousfi,X202706,25,Masters,25 Avenue Al Massira,Ain Dfali,,Y,3,Y,Rent
6994,A00000386,Youssef El Idrissi,X190859,41,Bachelor,36 Hay Centrale,Sidi Ifni,,Y,5,Y,Mortgage
6995,A00006110,Mohamed Moufkir ,X844666,40,Bachelor,26 Boulevard Hlioua,Ouezzane,,N,5,Y,Own
6996,A00008072,Rachida El Yousfi,SA274019,25,Bachelor,47 Lotissement Centrale,Nador,62000.0,Y,3,Y,Mortgage
6997,A00008888,Malak Skalli,CC407449,55,Bachelor,35 Residence Hassan II,Fes,30000.0,N,5,Y,Mortgage
6998,A00006086,Youssef Ouazzani,CC236162,28,Bachelor,19 Rue Zerktouni,Fes,30000.0,Y,7,Y,Mortgage
6999,A00009299,Youssef El Yousfi,X553946,28,High School,49 Residence Bernoussi,,,Y,4,Y,Mortgage
7000,A00003099,Meryem Mansour,X780598,50,PhD,40 Avenue Hlioua,Boumia,,Y,7,Y,Own
7001,A00005942,Fatima Ezzahra  Berrada,JK564315,54,Bachelor,48 Residence Zerktouni,Agadir,80000.0,N,2,Y,Rent
7002,A00007163,Khaoula Bachri,SH967682,49,Bachelor,30 Hay Al Qods,Laayoune,70000.0,N,5,Y,Own
7003,A00005910,Hassan Berrada,AB215182,62,Bachelor,11 Residence Al Qods,Sale,11000.0,Y,2,Y,Rent
7004,A00008454,Salma Alaoui,X151049,57,High School,37 Avenue Hassan II,Oulmes,,Y,3,Y,Mortgage
7005,A00000603,Fatima Benali,DA582528,61,High School,26 Boulevard Salam,Azrou,53100.0,Y,5,Y,Own
7006,A00001815,Youssef Eddoughmi,KB518907,31,Bachelor,4 Avenue Bernoussi,Tanger,90053.0,Y,3,Y,Mortgage
7007,A00000538,Hajar El Idrissi,X898823,49,Masters,21 Residence Salam,Outat El Haj,,N,2,Y,Own
7008,A00007420,Malak Bate,AG945689,31,,41 Rue Hlioua,Rabat,11025.0,Y,7,Y,Mortgage
7009,A00005718,Fatima Ezzahra  Mansour,X197442,42,Bachelor,23 Rue Zerktouni,Ijermaouas,,Y,5,Y,Own
7010,A00004756,Fatima Metouali,L315196,50,High School,25 Avenue Mohammed V,Tetouan,93000.0,N,3,Y,Rent
7011,A00006051,Omar Alaoui,EE670793,39,MD,22 Avenue Al Massira,Marrakech,40000.0,Y,4,Y,Mortgage
7012,A00002363,Adam Benali,EE859338,49,Bachelor,8 Hay Hlioua,Marrakech,40000.0,N,4,Y,Rent
7013,A00003381,Rania Salhi,L378619,32,High School,27 Residence Mohammed V,Tetouan,93000.0,Y,2,Y,Rent
7014,A00009231,Hamza Mansar,X850540,39,High School,11 Rue Salam,Khemisset,,N,5,Y,Rent
7015,A00001167,Amine Bachri,M589257,55,Masters,13 Boulevard Centrale,El Jadida,24010.0,Y,6,Y,Rent
7016,A00007075,Zineb Kibala,DN334778,53,Bachelor,19 Avenue Al Houda,Meknes,50010.0,N,3,Y,Own
7017,A00007845,Kawtar Jamal,CC209623,25,Bachelor,47 Lotissement El Fadl,Fes,30000.0,Y,2,Y,Mortgage
7018,A00009293,Amine Benchikh,DN370311,27,,43 Lotissement Bernoussi,Meknes,50010.0,Y,2,N,Mortgage
7019,A00006075,Taha Oufkir,DN388157,42,High School,40 Avenue Al Qods,Meknes,50010.0,Y,2,Y,Own
7020,A00009954,Taha Alaoui,KB329465,39,Bachelor,16 Residence Hassan II,Tanger,90053.0,Y,3,Y,Own
7021,A00005551,Hassan El Fassi,AG695239,48,High School,26 Residence Al Qods,Rabat,11025.0,Y,2,Y,Mortgage
7022,A00009746,Aya Bennani,X588944,36,Bachelor,16 Hay Hlioua,Tichla,,Y,2,Y,Mortgage
7023,A00000264,Mohammed Amine Jamal,X860682,49,Bachelor,1 Avenue Hassan II,Tahla,,Y,4,Y,Own
7024,A00002878,Adam Bate,X355622,58,Masters,6 Avenue Mohammed V,Khenifra,,N,3,Y,Own
7025,A00009157,Aya Bennani,AB455418,53,Bachelor,19 Lotissement Al Massira,Sale,11000.0,N,5,Y,Own
7026,A00009533,Hajar Amine,X245643,32,High School,30 Boulevard Al Massira,Sidi Zouine,,Y,3,N,Rent
7027,A00000191,Zineb Fadili,AG454778,59,Bachelor,30 Rue Al Massira,Rabat,11025.0,N,2,Y,Rent
7028,A00000618,Othmane Fadili,G177333,47,Bachelor,28 Rue Hassan II,Kenitra,14110.0,Y,7,Y,Rent
7029,A00001560,Amine El Fassi,G598697,60,MD,45 Lotissement Salam,Kenitra,14110.0,N,5,Y,Mortgage
7030,A00008302,Omar Fakhir,M868464,54,Bachelor,35 Rue Mohammed V,El Jadida,24010.0,Y,4,Y,Rent
7031,A00001543,Aziza Amine,X430484,40,High School,33 Hay Bernoussi,Afourar,,Y,7,Y,Mortgage
7032,A00000294,Ahmed Lahlou,M417250,38,Bachelor,49 Hay Bernoussi,El Jadida,24010.0,Y,5,Y,Mortgage
7033,A00009069,Omar Tazi,CC408382,43,Bachelor,16 Rue Bernoussi,Fes,30000.0,Y,7,Y,Rent
7034,A00005173,Meryem Eddoughmi,X806493,60,College,8 Residence Al Massira,Imi n'Tanoute,,Y,3,Y,Rent
7035,A00008504,Ahmed Mansar,G827038,43,MD,35 Lotissement Al Houda,Kenitra,14110.0,N,5,N,Mortgage
7036,A00002454,Aya Jamal,X991164,63,Bachelor,36 Hay El Fadl,Echemmaia,,Y,5,Y,Rent
7037,A00009206,Malak Metouali,X115424,45,Bachelor,4 Boulevard Al Houda,Imilchil,,Y,5,Y,Own
7038,A00006774,Malak Salhi,X647978,44,Bachelor,39 Rue Al Massira,Bni Ansar,,N,2,N,Own
7039,A00009779,Hamza Eddoughmi,F322303,55,Masters,22 Lotissement Al Houda,Oujda,60010.0,Y,4,Y,Own
7040,A00002146,Khadija Mansour,N325036,34,MD,30 Lotissement Mohammed V,Essaouira,44000.0,N,5,Y,Mortgage
7041,A00002061,Omar Benali,CC149968,38,High School,10 Avenue Mohammed V,Fes,30000.0,N,7,Y,Own
7042,A00007460,Rania Skalli,JK254474,52,Masters,4 Rue Mohammed V,Agadir,80000.0,Y,4,Y,Mortgage
7043,A00004021,Mohammed Amine Farissi,EE836980,27,High School,38 Residence El Fadl,Marrakech,40000.0,N,2,Y,Rent
7044,A00000850,Khadija Tahiri,BJ666089,38,Bachelor,49 Boulevard Centrale,Casablanca,20220.0,N,5,N,Own
7045,A00008807,Kaoutar Farissi,EE736614,59,Bachelor,36 Residence Salam,Marrakech,40000.0,N,2,Y,Mortgage
7046,A00003891,Omar Farissi,X869641,46,High School,15 Residence Al Qods,Khenichet,,Y,6,Y,Own
7047,A00002745,Amine Benchikh,R277618,42,Masters,16 Rue Hassan II,El Hoceima,32000.0,Y,3,Y,Rent
7048,A00007570,Hajar Benali,WA584587,34,PhD,23 Lotissement Al Qods,Berrechid,26100.0,Y,2,Y,Mortgage
7049,A00002594,Rania El Fassi,X852748,60,Bachelor,17 Avenue Al Massira,Ait M'hamed,,N,6,Y,Own
7050,A00007445,Youssef Metouali,X102903,46,MD,26 Rue Hassan II,Ihddaden,,N,7,Y,Rent
7051,A00003966,Fatima Barghoud,AG188503,28,Bachelor,16 Boulevard Salam,Rabat,11025.0,Y,7,Y,Mortgage
7052,A00000797,Rania Berrada,HH520958,44,PhD,7 Lotissement Hlioua,Safi,46000.0,Y,2,Y,Own
7053,A00001097,Amine Fadili,KB430587,44,Bachelor,36 Hay Hassan II,Tanger,90053.0,Y,4,Y,Own
7054,A00006912,Youssef Jamal,BJ347293,37,Bachelor,18 Lotissement Al Houda,Casablanca,20220.0,Y,3,Y,Own
7055,A00006563,Noha Alaoui,DN547659,26,High School,46 Lotissement Salam,Meknes,50010.0,N,3,N,Own
7056,A00000120,Jamila Tazi,N429748,55,Bachelor,7 Boulevard Salam,Essaouira,44000.0,Y,5,Y,Rent
7057,A00007091,Aziza Dadi,X246602,56,Bachelor,7 Hay Al Massira,Ouezzane,,N,3,Y,Own
7058,A00005616,Yahya Berrada,P823438,26,Bachelor,14 Hay Hlioua,Ouarzazate,45000.0,Y,7,Y,Own
7059,A00008077,Zineb Farissi,W668330,25,MD,48 Avenue El Fadl,Settat,26000.0,Y,2,Y,Mortgage
7060,A00008073,Taha Mansar,CC682405,64,Bachelor,4 Rue Centrale,Fes,30000.0,Y,7,Y,Rent
7061,A00002169,Khaoula Bachri,SA770839,45,High School,13 Rue El Fadl,Nador,62000.0,Y,4,Y,Own
7062,A00005867,Noha Lahlou,X749906,38,Bachelor,2 Lotissement Bernoussi,Tafraout,,Y,5,Y,Mortgage
7063,A00002579,Rania Berrada,CC644840,39,College,31 Rue Centrale,Fes,30000.0,Y,5,Y,Own
7064,A00005287,Salma Dadi,L509220,62,,15 Lotissement Al Massira,Tetouan,93000.0,Y,6,Y,Mortgage
7065,A00003515,Fatima Mansour,BJ111995,60,PhD,23 Rue Al Massira,Casablanca,20220.0,Y,7,N,Own
7066,A00008965,Rania El Yousfi,Y393916,37,Bachelor,6 Hay Al Houda,El Kelaa des Sraghna,43000.0,N,3,Y,Mortgage
7067,A00004843,Hajar Lahlou,X695918,27,High School,17 Lotissement Hassan II,Teroual,,N,2,Y,Mortgage
7068,A00002388,Taha Ouazzani,BJ987311,48,Bachelor,6 Boulevard Bernoussi,Casablanca,20220.0,N,3,Y,Rent
7069,A00003421,Hiba Banoune,BJ582682,32,Bachelor,32 Residence Al Massira,Casablanca,20220.0,Y,7,Y,Own
7070,A00006724,Kaoutar Tazi,CB725126,44,Masters,40 Lotissement Hlioua,Sefrou,31000.0,Y,2,Y,Rent
7071,A00001100,Aziza Ouazzani,X197914,40,Bachelor,26 Boulevard Salam,Smimou,,Y,7,Y,Own
7072,A00005203,Meryem Lahlou,BJ332945,48,High School,18 Lotissement Al Houda,Casablanca,20220.0,Y,4,Y,Own
7073,A00005069,Noha Metouali,X399202,52,College,45 Rue Al Massira,Mhaya,,N,6,Y,Own
7074,A00008936,Youssef Skalli,KB927953,31,Bachelor,42 Hay Al Qods,Tanger,90053.0,Y,7,Y,Rent
7075,A00007683,Khaoula Alaoui,KB658860,41,Bachelor,19 Hay Hassan II,Tanger,90053.0,Y,7,Y,Rent
7076,A00009737,Mohammed Amine Alaoui,X981261,42,Bachelor,11 Boulevard El Fadl,Bouznika,,Y,3,Y,Own
7077,A00001525,Adam Tazi,F732832,31,Bachelor,40 Hay El Fadl,Oujda,60010.0,Y,3,Y,Rent
7078,A00003194,Ahmed Farissi,M499554,63,Bachelor,47 Residence Al Qods,El Jadida,24010.0,Y,6,Y,Rent
7079,A00009503,Khadija El Fassi,DA128315,58,Masters,36 Lotissement Centrale,Azrou,53100.0,Y,3,N,Own
7080,A00003767,Noha El Fassi,AB580337,27,College,29 Boulevard Hlioua,Sale,11000.0,Y,3,Y,Own
7081,A00002036,Aziza Kibala,N812316,51,High School,8 Residence Zerktouni,Essaouira,44000.0,N,3,Y,Mortgage
7082,A00008139,Hassan Barghoud,L927686,37,Bachelor,17 Boulevard Hlioua,Tetouan,93000.0,Y,3,Y,Mortgage
7083,A00002264,Yahya El Idrissi,N458131,32,College,41 Hay Hassan II,Essaouira,44000.0,N,7,Y,Rent
7084,A00008911,Khadija Benchikh,HH289288,29,,49 Lotissement Salam,Safi,46000.0,Y,7,Y,Mortgage
7085,A00003517,Aya El Idrissi,L616912,42,High School,15 Boulevard Al Massira,Tetouan,93000.0,Y,6,Y,Mortgage
7086,A00008417,Hamza Oufkir,X983686,29,College,42 Hay Al Massira,Zaouia Annahlia,,Y,3,Y,Mortgage
7087,A00006068,Rania Tazi,DB991209,30,High School,11 Boulevard Al Houda,Ifrane,53000.0,N,3,Y,Mortgage
7088,A00002226,Ahmed Fadili,DN202261,59,Bachelor,32 Hay Al Qods,Meknes,50010.0,Y,6,Y,Rent
7089,A00005552,Fatima Ezzahra  El Idrissi,KB948912,45,High School,16 Avenue Al Qods,Tanger,90053.0,Y,6,Y,Own
7090,A00001879,Noha Radi,JK540161,39,Masters,5 Avenue El Fadl,Agadir,80000.0,N,4,Y,Mortgage
7091,A00005217,Taha Moufkir ,L313300,54,High School,45 Residence Hassan II,Tetouan,93000.0,Y,4,Y,Rent
7092,A00002625,Aya Mansar,BJ486915,61,Bachelor,29 Residence Al Massira,Casablanca,20220.0,Y,5,Y,Mortgage
7093,A00007550,Othmane Salhi,X382754,56,High School,39 Rue Al Massira,Bni Ansar,,Y,5,Y,Mortgage
7094,A00002434,Kaoutar Bachri,N198896,49,Masters,32 Avenue Al Qods,Essaouira,44000.0,Y,7,Y,Mortgage
7095,A00006119,Hassan Bachri,X787302,55,MD,32 Rue Salam,Sidi Slimane,,Y,2,Y,Rent
7096,A00009935,Aya Lahlou,AG380843,48,PhD,37 Rue Al Qods,Rabat,11025.0,N,3,Y,Mortgage
7097,A00004932,Noha Bachri,KB893586,30,High School,12 Residence Bernoussi,Tanger,90053.0,Y,6,Y,Own
7098,A00006384,Yahya Skalli,X103754,45,Masters,26 Rue Hlioua,Tinjdad,,N,4,Y,Mortgage
7099,A00008873,Khadija Benali,SA259651,31,PhD,25 Lotissement Zerktouni,Nador,62000.0,Y,5,Y,Mortgage
7100,A00002336,Omar Dadi,DN294297,61,High School,49 Rue Hlioua,Meknes,50010.0,Y,5,Y,Mortgage
7101,A00006629,Kaoutar Jamal,CC712106,29,Bachelor,26 Lotissement Zerktouni,Fes,30000.0,N,5,Y,Mortgage
7102,A00005720,Malak Amrani,AB226572,54,,45 Lotissement Hlioua,Sale,11000.0,Y,4,Y,Own
7103,A00009061,Amine Amine,N167781,28,High School,19 Residence Al Qods,Essaouira,44000.0,Y,4,Y,Mortgage
7104,A00005007,Taha Ouazzani,X724877,54,Bachelor,40 Boulevard Zerktouni,Oulad Mtaa,,Y,6,Y,Mortgage
7105,A00005554,Taha Tahiri,X402506,36,Bachelor,23 Rue Mohammed V,Missour,,N,4,Y,Mortgage
7106,A00009139,Rania Bachri,X388005,44,College,30 Lotissement Zerktouni,Bradia,,N,7,Y,Rent
7107,A00000140,Kaoutar Bachri,AB530226,58,Bachelor,48 Boulevard Zerktouni,Sale,11000.0,Y,3,N,Rent
7108,A00006023,Hassan Berrada,AG114085,31,High School,11 Residence Al Massira,Rabat,11025.0,Y,6,Y,Mortgage
7109,A00004351,Yahya Mansar,AG957133,35,High School,9 Boulevard Al Houda,Rabat,11025.0,Y,5,Y,Own
7110,A00000653,Malak Banoune,L415276,33,,2 Rue Centrale,Tetouan,93000.0,Y,5,Y,Mortgage
7111,A00006554,Adam Metouali,X280842,39,Masters,5 Residence Bernoussi,M'diq,,N,7,Y,Rent
7112,A00001639,Hamza Tahiri,KB674572,42,MD,30 Boulevard Al Qods,Tanger,90053.0,Y,7,Y,Own
7113,A00000359,Aya Banoune,F819962,29,Bachelor,44 Hay Hlioua,Oujda,60010.0,Y,4,Y,Own
7114,A00003682,Amine Moufkir ,JK341627,53,College,21 Hay Centrale,Agadir,80000.0,N,6,Y,Mortgage
7115,A00008272,Kaoutar Skalli,G161279,51,College,9 Rue Zerktouni,Kenitra,14110.0,N,2,N,Own
7116,A00007513,Amine Lahlou,KB657671,34,Masters,12 Rue Mohammed V,Tanger,90053.0,Y,5,Y,Mortgage
7117,A00003657,Khaoula Berrada,JK849082,25,MD,48 Rue Al Houda,Agadir,80000.0,N,7,Y,Rent
7118,A00000639,Yahya El Fassi,JK802336,28,High School,19 Residence Centrale,Agadir,80000.0,Y,2,Y,Own
7119,A00001631,Adam Tahiri,EE968449,38,Masters,3 Hay Mohammed V,Marrakech,40000.0,Y,6,Y,Own
7120,A00009450,Noha El Idrissi,G995050,37,High School,7 Avenue Zerktouni,Kenitra,14110.0,Y,3,Y,Mortgage
7121,A00004475,Youssef Moufkir ,BJ889596,46,Bachelor,18 Residence Zerktouni,Casablanca,20220.0,Y,4,Y,Mortgage
7122,A00006876,Fatima El Fassi,BJ998354,47,PhD,18 Residence Al Houda,Casablanca,20220.0,Y,6,Y,Rent
7123,A00002578,Aziza Berrada,N830256,32,College,15 Rue Al Qods,Essaouira,44000.0,Y,4,Y,Own
7124,A00007716,Salma Oufkir,G377554,33,MD,47 Residence Al Houda,Kenitra,14110.0,Y,2,Y,Rent
7125,A00004786,Hiba Bate,AG271549,47,Bachelor,40 Lotissement Al Massira,Rabat,11025.0,Y,4,Y,Rent
7126,A00006176,Kaoutar Bachri,BJ334534,55,Bachelor,34 Residence Zerktouni,Casablanca,20220.0,Y,5,Y,Own
7127,A00003012,Jamila Skalli,X165285,26,Bachelor,17 Lotissement Hassan II,Teroual,,N,2,Y,Own
7128,A00009427,Salma Amrani,BJ825357,61,College,46 Boulevard Bernoussi,Casablanca,20220.0,Y,5,Y,Mortgage
7129,A00004085,Khadija Tazi,F970078,48,High School,33 Boulevard Zerktouni,Oujda,60010.0,N,7,Y,Mortgage
7130,A00007708,Meryem El Idrissi,KB394196,44,High School,29 Residence Mohammed V,Tanger,90053.0,Y,7,N,Own
7131,A00001741,Salma El Idrissi,G295879,31,MD,30 Lotissement Al Qods,Kenitra,14110.0,Y,7,Y,Rent
7132,A00006323,Ahmed Bennani,BJ207109,64,High School,36 Lotissement Zerktouni,Casablanca,20220.0,Y,3,Y,Rent
7133,A00005429,Salma Banoune,X458154,52,College,13 Residence El Fadl,Asilah,,Y,7,Y,Rent
7134,A00003899,Hajar Barghoud,X592511,45,Masters,47 Boulevard Mohammed V,Charf,,N,5,Y,Mortgage
7135,A00001036,Omar Berrada,X475664,25,Bachelor,4 Residence Salam,Bzou,,Y,3,Y,Own
7136,A00003562,Meryem Eddoughmi,X526291,26,Bachelor,26 Boulevard Hlioua,Ouezzane,,N,6,Y,Own
7137,A00003089,Omar Radi,DN305361,51,High School,38 Residence Al Massira,Meknes,50010.0,Y,4,Y,Own
7138,A00000757,Kaoutar Benchikh,BJ211836,64,PhD,3 Boulevard Al Houda,Casablanca,20220.0,Y,4,Y,Mortgage
7139,A00006967,Jamila Fakhir,JK729885,62,Bachelor,17 Residence Salam,Agadir,80000.0,Y,5,Y,Rent
7140,A00009894,Hiba Oufkir,X353883,35,PhD,49 Hay Al Qods,Matarka,,Y,2,Y,Rent
7141,A00001126,Noha Skalli,EE757257,41,Bachelor,38 Hay Salam,Marrakech,40000.0,Y,6,Y,Rent
7142,A00000133,Othmane El Fassi,WA432013,64,College,38 Avenue Salam,Berrechid,26100.0,N,6,Y,Own
7143,A00002174,Mohammed Amine Skalli,X690186,60,High School,13 Boulevard Al Houda,Bni Sidel,,Y,7,Y,Rent
7144,A00005520,Adam Benchikh,F452279,46,Bachelor,2 Avenue Hlioua,Oujda,60010.0,Y,6,Y,Own
7145,A00002551,Malak Bate,N302379,33,High School,23 Lotissement Bernoussi,Essaouira,44000.0,Y,7,Y,Mortgage
7146,A00003227,Jamila Oufkir,DB277149,49,High School,11 Boulevard Al Houda,Ifrane,53000.0,Y,6,N,Own
7147,A00005001,Jamila Jamal,X510157,25,High School,38 Avenue Zerktouni,Gueznaia,,Y,3,Y,Own
7148,A00005035,Fatima Ouazzani,DB540012,53,Bachelor,14 Residence Zerktouni,Ifrane,53000.0,Y,2,Y,Mortgage
7149,A00000822,Malak Bate,AB193794,35,Masters,11 Residence El Fadl,Sale,11000.0,Y,7,Y,Mortgage
7150,A00008152,Hamza Skalli,JK405551,37,High School,6 Boulevard Hlioua,Agadir,80000.0,N,7,Y,Mortgage
7151,A00008318,Mohammed Amine Radi,X445177,58,High School,19 Boulevard Al Houda,Sidi Jaber,,N,5,Y,Rent
7152,A00008876,Khadija Bate,AB663207,62,Bachelor,2 Residence Al Houda,Sale,11000.0,Y,3,Y,Rent
7153,A00001395,Youssef Bate,EE923449,61,High School,28 Hay Hassan II,Marrakech,40000.0,Y,4,N,Mortgage
